Are there any loan restrictions?	You can lock in all or any part of your outstanding balance into a fixed interest rate at any time with our Fixed Rate Option.	0
Are there any loan restrictions?	You can lock in all or any part of your outstanding balance into a fixed interest rate at any time with our Fixed Rate Option.	0
Are these loans available in all states and what is the minimum I can borrow?	Not all loan programs are available in all states for all loan amounts.	1
Are these loans available in all states and what is the minimum I can borrow?	You may benefit from the security of fixed-rate payments on principal and interest for the life of the loan..	0
Are these loans available in all states and what is the minimum I can borrow?	Once the 10-year draw period has expired, your entire outstanding line balance will be converted into a principal plus interest loan for the 20-year repayment period.	0
Are these loans available in all states and what is the minimum I can borrow?	Our Home Equity Line of Credit has a variable rate which changes when the Prime Rate changes (as published in the Money Rates section of the Wall Street Journal).	0
Are all the loan options available in my state?	Not all loan programs are available in all states for all loan amounts.	1
Are all the loan options available in my state?	You should consult your tax and/or legal advisor for advice and information concerning your particular situation.	0
Are all the loan options available in my state?	The interest rate is fixed for the term of your loan, and repayments are made in monthly installments of principal and interest.	0
Are all the loan options available in my state?	You can choose between interest plus principal payments on all terms (up to 20 years), or interest-only payments on a 5-year term.	0
If you need approval for a loan, approval is subject to credit approval and what else?	Loan approval is subject to credit approval and program guidelines.	1
If you need approval for a loan, approval is subject to credit approval and what else?	A Consumer U.S. Bank Checking Package is required to receive the lowest rate, but is not required for loan approval.	0
If you need approval for a loan, approval is subject to credit approval and what else?	The length of time to process the application varies depending on your situation.	0
If you need approval for a loan, approval is subject to credit approval and what else?	The length of time to process the application varies depending on your situation.	0
How do I get approved for a loan?	Loan approval is subject to credit approval and program guidelines.	1
How do I get approved for a loan?	You can choose between interest plus principal payments on all terms (up to 20 years), or interest-only payments on a 5-year term.	0
How do I get approved for a loan?	Interest rates for home equity lines and loans are typically lower than for other forms of credit because your home is used as collateral – meaning the risk to a bank is less than with an unsecured loan.	0
How do I get approved for a loan?	The length of time to process the application varies depending on your situation.	0
Am I guaranteed approval?	Loan approval is subject to credit approval and program guidelines.	1
Am I guaranteed approval?	Consult your tax advisor regarding tax deductibility.	0
Am I guaranteed approval?	Interest only repayment may be unavailable.	0
Am I guaranteed approval?	A lower rate means a lower cost to you — and the interest you pay may be tax deductible as well.	0
What potential inconveniences might you encounter?	Other restrictions may apply.	1
What potential inconveniences might you encounter?	Other restrictions may apply.	0
What potential inconveniences might you encounter?	Our Home Equity Line of Credit has a variable rate which changes when the Prime Rate changes (as published in the Money Rates section of the Wall Street Journal).	0
What potential inconveniences might you encounter?	Loan approval is subject to credit approval and program guidelines.	0
Are there any restrictions?	Other restrictions may apply.	1
Are there any restrictions?	The interest rate is fixed for the term of your loan, and repayments are made in monthly installments of principal and interest.	0
Are there any restrictions?	You can borrow up to $750,000 (up to $1 million for properties in California) for a period of 30 years (10-year draw period and 20-year repayment period).	0
Are there any restrictions?	Mortgage and home equity products are offered by U.S. Bank National Association.	0
Is there fine print?	Other restrictions may apply.	1
Is there fine print?	You can borrow up to $750,000 (up to $1 million for properties in California) for a period of 30 years (10-year draw period and 20-year repayment period).	0
Is there fine print?	Customers who have their monthly payments deducted automatically from a U.S. Bank personal Silver, Gold or Platinum checking account receive a 0.50% interest rate discount.	0
Is there fine print?	Customers who have their monthly payments deducted automatically from a U.S. Bank personal Silver, Gold or Platinum checking account receive a 0.50% interest rate discount.	0
Does everyone have to pay the fee?	This fee will be waived annually for borrowers with a Consumer Platinum Checking Package.	1
Does everyone have to pay the fee?	A Home Equity Line of Credit is a revolving line of credit secured by your home and is the most flexible type of home financing available.	0
Does everyone have to pay the fee?	In addition, the Home Equity Line of Credit includes the option to convert all or a portion of your balance to the Fixed Rate Option.	0
Does everyone have to pay the fee?	You can have up to three Fixed Rate Options in place at any time.	0
What do I need to get my fee waived?	This fee will be waived annually for borrowers with a Consumer Platinum Checking Package.	1
What do I need to get my fee waived?	You may benefit from the security of fixed-rate payments on principal and interest for the life of the loan..	0
What do I need to get my fee waived?	A Consumer U.S. Bank Checking Package is required to receive the lowest rate, but is not required for loan approval.	0
What do I need to get my fee waived?	After opening the account, you can transfer balances to a home equity line of credit via convenience checks, U.S. Bank Online and Mobile Banking, telephone transfers into a U.S. Bank checking account, or at any U.S. Bank branch.	0
What kind of Checking Package can allow you to waive certain fees?	This fee will be waived annually for borrowers with a Consumer Platinum Checking Package.	1
What kind of Checking Package can allow you to waive certain fees?	As you make payments to your installment loan(s), the available credit in your line is replenished.	0
What kind of Checking Package can allow you to waive certain fees?	The interest rate is based on the Wall Street Journal Prime Rate as published in the Money Rates section.	0
What kind of Checking Package can allow you to waive certain fees?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	0
Do I have to pay any fees?	An annual fee of up to $90 may apply after the first year.	1
Do I have to pay any fees?	Repayment options may vary based on credit qualifications.	0
Do I have to pay any fees?	Our Home Equity Line of Credit has a variable rate which changes when the Prime Rate changes (as published in the Money Rates section of the Wall Street Journal).	0
Do I have to pay any fees?	U.S. Bank and its representatives do not provide tax or legal advice.	0
How much in annual fees might I be charged?	An annual fee of up to $90 may apply after the first year.	1
How much in annual fees might I be charged?	An annual fee of up to $90 may apply after the first year.	0
How much in annual fees might I be charged?	This fee will be waived annually for borrowers with a Consumer Platinum Checking Package.	0
How much in annual fees might I be charged?	Once the 10-year draw period has expired, your entire outstanding line balance will be converted into a principal plus interest loan for the 20-year repayment period.	0
Is there an annual fee?	An annual fee of up to $90 may apply after the first year.	1
Is there an annual fee?	The first Fixed Rate Option is free; after that, each one costs $50 to set up.	0
Is there an annual fee?	The interest rate is fixed for the term of your loan, and repayments are made in monthly installments of principal and interest.	0
Is there an annual fee?	Once the 10-year draw period has expired, your entire outstanding line balance will be converted into a principal plus interest loan for the 20-year repayment period.	0
What is the one closing cost I might have to pay?	Customer pays no closing costs, except escrow related funding costs.	1
What is the one closing cost I might have to pay?	A Home Equity Line of Credit lets you access funds as you need them.	0
What is the one closing cost I might have to pay?	Terms are flexible up to 360 months (30 years).	0
What is the one closing cost I might have to pay?	You can borrow as little as $15,000 or up to $750,000 (up to $1 million for properties in California), depending on your credit history, available equity in the property and your current monthly debt.	0
What are the closing costs?	Customer pays no closing costs, except escrow related funding costs.	1
What are the closing costs?	You can choose between interest plus principal payments on all terms (up to 20 years), or interest-only payments on a 5-year term.	0
What are the closing costs?	Mortgage and home equity products are offered by U.S. Bank National Association.	0
What are the closing costs?	Property insurance is required.	0
What closing costs do I have to pay?	Customer pays no closing costs, except escrow related funding costs.	1
What closing costs do I have to pay?	An annual fee of up to $90 may apply after the first year.	0
What closing costs do I have to pay?	You can have up to three Fixed Rate Options in place at any time.	0
Are interest only payments always available?	Interest only repayment may be unavailable.	1
Are interest only payments always available?	Your minimum monthly payment during the first 10 years is your choice of either 1% or 2% of the outstanding balance, or interest only*.	0
Are interest only payments always available?	The length of time to process the application varies depending on your situation.	0
Are interest only payments always available?	Our Home Equity Line of Credit has a variable rate which changes when the Prime Rate changes (as published in the Money Rates section of the Wall Street Journal).	0
Is interest only repayment available to be used for everyone who gets a loan or only for partcular loans?	Interest only repayment may be unavailable.	1
Is interest only repayment available to be used for everyone who gets a loan or only for partcular loans?	Because of the competitive interest rates and potential tax advantages of home equity lines and loans, they're convenient ways to finance almost anything, including home improvements/repairs, education, purchasing a vehicle, buying a second property or consolidating higher-interest-rate balances.	0
Is interest only repayment available to be used for everyone who gets a loan or only for partcular loans?	The first Fixed Rate Option is free; after that, each one costs $50 to set up.	0
Is interest only repayment available to be used for everyone who gets a loan or only for partcular loans?	Customers with a debt to income ratio above 43% do not have an early closure fee.	0
What sort of repayment plan might not always be possible?	Interest only repayment may be unavailable.	1
What sort of repayment plan might not always be possible?	Our Home Equity Installment Loan has a fixed rate.	0
What sort of repayment plan might not always be possible?	You can lock in all or any part of your outstanding balance into a fixed interest rate at any time with our Fixed Rate Option.	0
What sort of repayment plan might not always be possible?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	0
Repayment options might be different for different parties based on what kinds of qualifications?	Repayment options may vary based on credit qualifications.	1
Repayment options might be different for different parties based on what kinds of qualifications?	Consult your tax advisor regarding tax deductibility.	0
Repayment options might be different for different parties based on what kinds of qualifications?	Because of the competitive interest rates and potential tax advantages of home equity lines and loans, they're convenient ways to finance almost anything, including home improvements/repairs, education, purchasing a vehicle, buying a second property or consolidating higher-interest-rate balances.	0
Repayment options might be different for different parties based on what kinds of qualifications?	Loan approval is subject to credit approval and program guidelines.	0
What are my repayment options?	Repayment options may vary based on credit qualifications.	1
What are my repayment options?	Our Home Equity Line of Credit has a variable rate which changes when the Prime Rate changes (as published in the Money Rates section of the Wall Street Journal).	0
What are my repayment options?	U.S. Bank and its representatives do not provide tax or legal advice.	0
What are my repayment options?	A Home Equity Line of Credit is a revolving line of credit secured by your home and is the most flexible type of home financing available.	0
What causes different repayment options?	Repayment options may vary based on credit qualifications.	1
What causes different repayment options?	In addition, the Home Equity Line of Credit includes the option to convert all or a portion of your balance to the Fixed Rate Option.	0
What causes different repayment options?	As with any U.S. Bank line of credit, interest rate options include variable (based on the Prime Rate) and fixed (with the Fixed Rate Option).	0
What causes different repayment options?	You can borrow as little as $15,000 or up to $750,000 (up to $1 million for properties in California), depending on your credit history, available equity in the property and your current monthly debt.	0
What will affect the amount of my monthly payment?	Choosing an interest only repayment may cause your monthly payment to increase, possibly substantially, once your credit line transitions into the repayment period.	1
What will affect the amount of my monthly payment?	Both the interest rate and monthly payments are fixed, ensuring you of a predictable repayment schedule for the life of the loan.	0
What will affect the amount of my monthly payment?	Not all loan programs are available in all states for all loan amounts.	0
What will affect the amount of my monthly payment?	Once the 10-year draw period has expired, your entire outstanding line balance will be converted into a principal plus interest loan for the 20-year repayment period.	0
What could happen to my montly payment if I choose an interent only repayment plan?	Choosing an interest only repayment may cause your monthly payment to increase, possibly substantially, once your credit line transitions into the repayment period.	1
What could happen to my montly payment if I choose an interent only repayment plan?	Terms are flexible up to 360 months (30 years).	0
What could happen to my montly payment if I choose an interent only repayment plan?	No closing cost option a) is available for customers with a debt to income ratio of 43% or less; b) customer pays no closing costs, except escrow related funding costs; c) an early closure fee of 1% of the original loan amount, maximum $500, will apply if the loan is paid off and closed within the first three years; d) customers can choose to remove the early closure fee by paying an origination fee of 1% of the loan amount, maximum $500.	0
What could happen to my montly payment if I choose an interent only repayment plan?	An annual fee of up to $90 may apply after the first year.	0
Interest only repayment might cause larger monthly payments in what period?	Choosing an interest only repayment may cause your monthly payment to increase, possibly substantially, once your credit line transitions into the repayment period.	1
Interest only repayment might cause larger monthly payments in what period?	As you make payments to your installment loan(s), the available credit in your line is replenished.	0
Interest only repayment might cause larger monthly payments in what period?	This fee will be waived annually for borrowers with a Consumer Platinum Checking Package.	0
Interest only repayment might cause larger monthly payments in what period?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	0
Relevant terms and conditions can be found in what brochure?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	1
Relevant terms and conditions can be found in what brochure?	Both the interest rate and monthly payments are fixed, ensuring you of a predictable repayment schedule for the life of the loan.	0
Relevant terms and conditions can be found in what brochure?	U.S. Bank and its representatives do not provide tax or legal advice.	0
Relevant terms and conditions can be found in what brochure?	Loan approval is subject to credit approval and program guidelines.	0
Where can I get a brochure explaining your checking accounts?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	1
Where can I get a brochure explaining your checking accounts?	As with any U.S. Bank line of credit, interest rate options include variable (based on the Prime Rate) and fixed (with the Fixed Rate Option).	0
Where can I get a brochure explaining your checking accounts?	This fee will be waived annually for borrowers with a Consumer Platinum Checking Package.	0
Where can I obtain more information?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	1
Where can I obtain more information?	A home equity loan is one-time installment loan secured by your home.	0
Where can I obtain more information?	Consult your tax advisor regarding tax deductibility.	0
Where can I obtain more information?	Repayment options may vary based on credit qualifications.	0
A Checking Package from which bank can help you receive a lower rate?	A Consumer U.S. Bank Checking Package is required to receive the lowest rate, but is not required for loan approval.	1
A Checking Package from which bank can help you receive a lower rate?	You can choose between interest plus principal payments on all terms (up to 20 years), or interest-only payments on a 5-year term.	0
A Checking Package from which bank can help you receive a lower rate?	Interest rates for home equity lines and loans are typically lower than for other forms of credit because your home is used as collateral – meaning the risk to a bank is less than with an unsecured loan.	0
A Checking Package from which bank can help you receive a lower rate?	A Consumer U.S. Bank Checking Package is required to receive the lowest rate, but is not required for loan approval.	0
Regardless of loan approval, what do I need for the lowest rate?	A Consumer U.S. Bank Checking Package is required to receive the lowest rate, but is not required for loan approval.	1
Regardless of loan approval, what do I need for the lowest rate?	No closing cost option a) is available for customers with a debt to income ratio of 43% or less; b) customer pays no closing costs, except escrow related funding costs; c) an early closure fee of 1% of the original loan amount, maximum $500, will apply if the loan is paid off and closed within the first three years; d) customers can choose to remove the early closure fee by paying an origination fee of 1% of the loan amount, maximum $500.	0
Regardless of loan approval, what do I need for the lowest rate?	Interest rates and program terms are subject to change without notice.	0
Regardless of loan approval, what do I need for the lowest rate?	Interest on home equity lines and loans may be tax deductible.	0
What is required for the lowest rate?	A Consumer U.S. Bank Checking Package is required to receive the lowest rate, but is not required for loan approval.	1
What is required for the lowest rate?	As with any U.S. Bank line of credit, interest rate options include variable (based on the Prime Rate) and fixed (with the Fixed Rate Option).	0
What is required for the lowest rate?	Interest only repayment may be unavailable.	0
What is required for the lowest rate?	A Home Equity Line of Credit lets you access funds as you need them.	0
Do all customers pay an early closure fee?	Customers with a debt to income ratio above 43% do not have an early closure fee.	1
Do all customers pay an early closure fee?	When payments are applied to the outstanding balance of your credit line, your available credit is replenished.	0
Do all customers pay an early closure fee?	Once you’ve signed the documents at closing, the funds will be available after a waiting period of three business days on accounts secured by a primary residence.	0
Do all customers pay an early closure fee?	Our Home Equity Line of Credit has a variable rate which changes when the Prime Rate changes (as published in the Money Rates section of the Wall Street Journal).	0
Is there an early closure fee for me?	Customers with a debt to income ratio above 43% do not have an early closure fee.	1
Is there an early closure fee for me?	When opening a home equity account, your personal banker can transfer any higher-rate balances to your new home equity line of credit or loan.	0
Is there an early closure fee for me?	The interest rate is fixed for the term of your loan, and repayments are made in monthly installments of principal and interest.	0
Is there an early closure fee for me?	Mortgage and home equity products are offered by U.S. Bank National Association.	0
To qualify for an early closure fee, what must your debt to income ratio be above?	Customers with a debt to income ratio above 43% do not have an early closure fee.	1
To qualify for an early closure fee, what must your debt to income ratio be above?	Interest rates for home equity lines and loans are typically lower than for other forms of credit because your home is used as collateral – meaning the risk to a bank is less than with an unsecured loan.	0
To qualify for an early closure fee, what must your debt to income ratio be above?	Because of the competitive interest rates and potential tax advantages of home equity lines and loans, they're convenient ways to finance almost anything, including home improvements/repairs, education, purchasing a vehicle, buying a second property or consolidating higher-interest-rate balances.	0
To qualify for an early closure fee, what must your debt to income ratio be above?	You can have up to three Fixed Rate Options in place at any time.	0
What are the closing cost options?	No closing cost option a) is available for customers with a debt to income ratio of 43% or less; b) customer pays no closing costs, except escrow related funding costs; c) an early closure fee of 1% of the original loan amount, maximum $500, will apply if the loan is paid off and closed within the first three years; d) customers can choose to remove the early closure fee by paying an origination fee of 1% of the loan amount, maximum $500.	1
What are the closing cost options?	The length of time to process the application varies depending on your situation.	0
What are the closing cost options?	After opening the account, you can transfer balances to a home equity line of credit via convenience checks, U.S. Bank Online and Mobile Banking, telephone transfers into a U.S. Bank checking account, or at any U.S. Bank branch.	0
What are the closing cost options?	Our Home Equity Line of Credit has a variable rate which changes when the Prime Rate changes (as published in the Money Rates section of the Wall Street Journal).	0
What are the highlight points of this loan?	No closing cost option a) is available for customers with a debt to income ratio of 43% or less; b) customer pays no closing costs, except escrow related funding costs; c) an early closure fee of 1% of the original loan amount, maximum $500, will apply if the loan is paid off and closed within the first three years; d) customers can choose to remove the early closure fee by paying an origination fee of 1% of the loan amount, maximum $500.	1
What are the highlight points of this loan?	Our Home Equity Installment Loan has a fixed rate.	0
What are the highlight points of this loan?	Customer pays no closing costs, except escrow related funding costs.	0
What are the highlight points of this loan?	Consult your tax advisor regarding tax deductibility.	0
The potential origination fee is set at what percent of the loan?	No closing cost option a) is available for customers with a debt to income ratio of 43% or less; b) customer pays no closing costs, except escrow related funding costs; c) an early closure fee of 1% of the original loan amount, maximum $500, will apply if the loan is paid off and closed within the first three years; d) customers can choose to remove the early closure fee by paying an origination fee of 1% of the loan amount, maximum $500.	1
The potential origination fee is set at what percent of the loan?	You should consult your tax and/or legal advisor for advice and information concerning your particular situation.	0
The potential origination fee is set at what percent of the loan?	An annual fee of up to $90 may apply after the first year.	0
The potential origination fee is set at what percent of the loan?	Because of the competitive interest rates and potential tax advantages of home equity lines and loans, they're convenient ways to finance almost anything, including home improvements/repairs, education, purchasing a vehicle, buying a second property or consolidating higher-interest-rate balances.	0
What does the Consumer Pricing Information brochure tell me and how can I get it?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	1
What does the Consumer Pricing Information brochure tell me and how can I get it?	Our Home Equity Line of Credit has a variable rate which changes when the Prime Rate changes (as published in the Money Rates section of the Wall Street Journal).	0
What does the Consumer Pricing Information brochure tell me and how can I get it?	No closing cost option a) is available for customers with a debt to income ratio of 43% or less; b) customer pays no closing costs, except escrow related funding costs; c) an early closure fee of 1% of the original loan amount, maximum $500, will apply if the loan is paid off and closed within the first three years; d) customers can choose to remove the early closure fee by paying an origination fee of 1% of the loan amount, maximum $500.	0
What does the Consumer Pricing Information brochure tell me and how can I get it?	There are no closing costs on home equity lines or loans, though loan accounts may have an origination fee if elected by the borrower.	0
What number do I call if I want to know about the Consumer Pricing Information brochure?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	1
What number do I call if I want to know about the Consumer Pricing Information brochure?	Repayment options may vary based on credit qualifications.	0
What number do I call if I want to know about the Consumer Pricing Information brochure?	Both the interest rate and monthly payments are fixed, ensuring you of a predictable repayment schedule for the life of the loan.	0
What number do I call if I want to know about the Consumer Pricing Information brochure?	Terms are flexible up to 360 months (30 years).	0
How can I get more information regarding consumer pricing?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	1
How can I get more information regarding consumer pricing?	There are no closing costs on home equity lines or loans, though loan accounts may have an origination fee if elected by the borrower.	0
How can I get more information regarding consumer pricing?	Customers who have their monthly payments deducted automatically from a U.S. Bank personal Silver, Gold or Platinum checking account receive a 0.50% interest rate discount.	0
How can I get more information regarding consumer pricing?	Interest rates for home equity lines and loans are typically lower than for other forms of credit because your home is used as collateral – meaning the risk to a bank is less than with an unsecured loan.	0
What determines how much money you will be able to borrow here?	You can borrow as little or as much as you need, when you need it, up to your approved credit line.	1
What determines how much money you will be able to borrow here?	The Consumer Pricing Information brochure lists terms and conditions that apply to Consumer U.S. Bank Checking Packages and can be obtained by calling 800.872.2657.	0
What determines how much money you will be able to borrow here?	Customers who have their monthly payments deducted automatically from a U.S. Bank personal Silver, Gold or Platinum checking account receive a 0.50% interest rate discount.	0
What determines how much money you will be able to borrow here?	Our Home Equity Line of Credit has a variable rate which changes when the Prime Rate changes (as published in the Money Rates section of the Wall Street Journal).	0
Is there a minimum to how much I can borrow?	You can borrow as little or as much as you need, when you need it, up to your approved credit line.	1
Is there a minimum to how much I can borrow?	Other restrictions may apply.	0
Is there a minimum to how much I can borrow?	The interest rate is fixed for the term of your loan, and repayments are made in monthly installments of principal and interest.	0
Is there a minimum to how much I can borrow?	Because of the competitive interest rates and potential tax advantages of home equity lines and loans, they're convenient ways to finance almost anything, including home improvements/repairs, education, purchasing a vehicle, buying a second property or consolidating higher-interest-rate balances.	0
What is the minimum loan amount?	You can borrow as little or as much as you need, when you need it, up to your approved credit line.	1
What is the minimum loan amount?	In addition, the Home Equity Line of Credit includes the option to convert all or a portion of your balance to the Fixed Rate Option.	0
What is the minimum loan amount?	The interest rate is based on the Wall Street Journal Prime Rate as published in the Money Rates section.	0
What is the minimum loan amount?	Property insurance is required.	0
Can I access my funds any time?	A Home Equity Line of Credit lets you access funds as you need them.	1
Can I access my funds any time?	Repayment options depend on the loan-to-value ratio.	0
Can I access my funds any time?	An annual fee of up to $90 may apply after the first year.	0
